id,host_id,host_name,price,minimum_nights,number_of_reviews
28787365,144204336,Jason,53,2,18
28787471,10838658,Karina,110,2,7
28787488,144204336,Jason,53,2,24
28790081,17814794,Hanna,59,2,17
28790940,217154594,Ryan,79,5,8
28794872,114022893,Christine,150,4,22
28799008,116538157,Kate,200,2,22
28801345,1015883,Katie,125,1,7
28801976,1171704,Vanessa,200,2,16
28802019,217221109,Rich,200,1,40
28803718,62776991,Cem,60,5,3
28805003,198861577,Novo,69,30,0
28805245,217251565,Just,125,1,25
28805290,217251106,Janine,70,4,1
28807852,217268929,Bella,100,3,3
28807969,204622039,Raymond,359,2,19
28810799,217290804,Robert,40,1,2
28811035,217293060,Mohan,175,90,0
28811363,42561290,Carla,30,2,3
28812604,4915341,Son,120,30,3
28812837,21376165,Ellis,95,6,1
28813184,18602194,Carolyn,125,3,2
28815052,217321404,Sophia,225,3,15
28815149,1029021,Jameelah,57,1,13
28816767,217332035,Rose,37,1,1
28816970,76610380,Ana,150,3,12
28817246,205268444,Jordan,36,2,1
28817364,107516522,Jaime,115,2,34
28820641,130562125,Emma,350,2,32
28826608,217379941,Brent,75,1,132
28830379,174263749,Shopper,155,4,0
28831635,46641887,Zachary,149,10,2
28832811,15148834,Rafic,90,3,4
28833210,115993835,Shimin,29,1,12
28833297,131976173,Mira,200,1,73
28833410,40394752,Vanya,275,5,6
28834703,217432173,Dan,130,2,48
28835184,217439132,Rosalyn,90,15,0
28835678,94395484,Rosemarie,140,2,6
28836267,50855262,Fone,45,7,4
28836976,174197082,Deborah,80,1,9
28837152,153269305,Kaitlyn,110,30,3
28838614,73638523,Stephany,68,2,33
28838673,290055,Julian,275,3,43
28838780,65826607,Dylan,90,2,2
28838875,1228328,Hedda,250,2,8
28839265,10321540,Steven,60,1,9
28840001,217468746,Timothy,89,1,23
28840175,217111553,Jason,288,3,44
28841259,21058022,Pablo,70,3,4
28841309,215683904,Ryan,159,30,0
28841361,217484828,Benjamin,60,1,22
28842166,93560404,Ada,100,1,31
28843143,216917414,Ramon,60,2,16
28843808,23542079,Teres,99,5,1
28844940,183127881,Giana,59,2,35
28845130,72513663,Teddy,119,1,27
28846489,40529301,Tommy,89,1,24
28849818,107434423,Blueground,314,30,0
28850624,47485031,Ben,60,2,1
28852284,27108723,Aly,66,1,12
28856920,4722955,Kelly,175,30,1
28857304,140173,Tucker,150,3,7
28859453,93705483,Andrea,310,2,4
28859648,217591735,Alison,70,2,4
28859846,8857758,Cleonides,109,5,1
28860105,5330754,Christina,300,30,0
28860221,217595343,Jack,65,1,2
28861629,138957777,Azarii,83,2,25
28862464,75972444,Danielle,200,1,2
28862531,90294445,Brendan,90,4,26
28864263,214347105,Roman,380,3,10
28864751,40394752,Vanya,175,5,1
28866426,217621677,Joseph,46,1,18
28867268,26880156,Patrick,50,2,3
28867312,217642569,Jci,200,2,5
28867326,65827591,Nubia,31,2,6
28867389,53357457,Benjamin,59,3,6
28867577,216734225,Erica,180,5,27
28867880,217648807,Tyeesha,240,1,0
28868139,47564333,Marisa,75,1,0
28869774,19874189,Ali,160,4,6
28871214,75285802,Lauren,72,5,21
28871823,10320429,Julie,72,2,37
28872273,202757964,Mayan,210,30,2
28872377,32164030,Ikkyukim,40,30,3
28881114,3464645,Sybilla Michelle,175,2,0
28885547,58131408,Dixie,180,4,0
28885996,70922580,Brittany,70,4,0
28887506,184090548,Emanuel & Orion,105,2,13
28888037,139879568,Alberto,95,1,18
28888147,43825799,Anthony,235,2,37
28889141,181356989,Kseniya,69,2,8
28890190,217784241,Analia,70,1,67
28890259,55335435,Tatiana,75,5,2
28890542,181810800,David,139,2,11
28890908,192270861,Zach,75,5,1
28891043,19303369,Hiroki,41,29,1
28891434,217793924,NY Blue House,120,3,33
28891558,19303369,Hiroki,55,30,2
28892753,196058543,美德,88,2,37
28892979,196058543,美德,78,2,28
28893129,196058543,美德,58,2,35
28893365,23354644,Nancy,85,2,21
28894636,190921808,John,150,7,9
28895817,23188519,Emily Wes,67,30,31
28896148,217621677,Joseph,51,1,17
28896237,96379938,Alexander,99,4,13
28896728,51025844,Kdn,99,1,3
28897533,204704622,Momoyo,32,29,1
28897932,217621677,Joseph,35,1,30
28901045,2065453,Ora & Scout,75,2,6
28901091,171212377,Lali,175,3,38
28901111,209768607,Amrane,62,23,0
28908658,204704622,Momoyo,29,29,1
28908909,217909276,Julie,150,8,4
28909110,10218689,Bere,90,4,26
28909276,205131610,Steven,55,1,9
28909477,50756378,Nina,150,2,2
28910248,217844544,Mia,90,2,54
28910899,153154549,Sarah,140,3,2
28910978,52044518,Veronica,65,1,58
28911697,70230403,Sonya,57,1,1
28911775,217621677,Joseph,50,1,16
28911830,191085997,Christopher,299,2,1
28911848,191085997,Christopher,125,2,7
28911924,40245658,Alexa,85,2,34
28912358,41062475,Viktoria,80,4,11
28912768,10448306,Kelly,180,2,4
28912811,27922078,Timothy,65,3,7
28913324,96986507,Jason,270,2,12
28913606,49128620,Joy,175,2,2
28913683,40681070,Monika,359,5,9
28913824,1158429,Anastasia,100,29,2
28914077,217948247,Jodi,275,2,8
28915824,217836856,Moying,185,1,36
28915827,217965968,Carol,119,1,27
28916312,99956350,Aubeen,90,1,2
28916375,67552519,Patrick,160,2,44
28916439,35927005,Kathy,60,1,0
28916850,4765119,Jasmine,149,20,4
28916864,35927005,Kathy,57,1,1
28917395,217332035,Rose,39,1,1
28917505,35927005,Kathy,50,1,2
28917781,35927005,Kathy,55,1,1
28918134,35927005,Kathy,48,1,0
28918211,215588687,Levi,30,2,5
28918405,35927005,Kathy,50,2,0
28918624,35927005,Kathy,45,2,3
28918768,35927005,Kathy,35,1,0
28918915,215588687,Levi,30,2,5
28919308,145331404,Allan,195,5,21
28919420,215588687,Levi,40,2,2
28919421,216772639,Ling,60,1,9
28919516,216772639,Ling,60,1,9
28919815,215588687,Levi,35,2,1
28920156,217996544,Ofir,249,3,0
28920811,218001383,James,120,2,36
28927140,43392243,Rita,35,1,2
28927290,43392243,Rita,35,1,45
28931117,13027278,Jinna,151,7,3
28931731,60246968,Sophia,478,1,6
28932158,56550302,Eli,110,3,2
28933107,1810885,Alex,85,4,7
28933205,218090309,Katrin,250,3,22
28933262,198749990,Maria,350,2,0
28933403,1429693,Madeline,200,2,10
28933616,526744,Tessa,250,2,3
28934396,6531164,Steven,285,1,1
28935658,218080780,Neyir,200,1,20
28935673,720510,Erin,100,2,16
28936557,37957096,Gòn,80,10,17
28936795,200239515,Shogo,35,30,2
28937536,70636634,Allia,220,15,1
28937584,43027007,Robbie,57,1,26
28938342,217844544,Mia,70,3,45
28938631,211391055,Vanessa,299,2,35
28939377,218140824,Jason,145,60,1
28940025,2780938,Molly,84,2,31
28940279,40742174,Jessica,70,5,1
28940496,130972997,Wilson,55,4,1
28940723,146339341,Dylan,99,1,3
28940952,8518665,Kevin,48,2,47
28941589,42226482,Monique,80,30,0
28941614,8518665,Kevin,45,2,43
28941710,149292557,Kimberly,69,2,52
28941808,8518665,Kevin,50,2,42
28942802,118442680,Betty,150,7,5
28943748,130971031,J-,73,3,1
28950019,43044876,Haruhisa,40,29,2
28950738,218222410,Seeta,60,1,0
28952183,19899115,Libby,50,2,6
28952972,91757655,Edward,450,3,0
28953757,195251910,Ahmad,100,1,2
28954021,57403189,Joslin,100,2,13
28954146,218219395,Gigi,160,2,20
28954400,1633246,Natasha,110,4,1
28956510,23397935,John,249,5,3
28958147,51947144,Jason,150,3,8
28958325,9187405,Sebastian,150,2,5
28958489,93315723,Анита,50,2,27
28958526,176231758,Brett,240,2,26
28959608,5085951,Liz,100,2,22
28959784,213781715,Anting,119,1,2
28959854,16851857,Paul,75,7,3
28960086,218289083,Faysal,90,7,2
28960088,218282660,Maksum,399,5,29
28960455,218292717,Tania And Jimmy,149,2,35
28960497,70800114,Olivia,64,1,10
28961050,23188519,Emily Wes,68,30,17
28961085,51385941,Laura,250,3,21
28961203,23188519,Emily Wes,63,30,16
28961444,79913651,Darryl,56,1,20
28961690,218300937,Thomas,200,5,3
28961919,218301609,Merle,65,5,8
28962959,89742769,Chels,300,1,54
28963068,218311373,Yizhak,100,1,25
28963840,22301628,Jayleen,120,2,15
28963934,47595754,Voisin,70,7,11
28964081,216586866,Joseph,137,4,1
28964166,218319766,Ron And Irit,275,2,45
28964397,216586866,Joseph,65,3,12
28965064,1093167,Paul,150,1,3
28965273,154737520,Mehrangez,40,27,0
28965609,96479013,Kian,82,6,8
28966170,26633737,Liz,65,3,0
28966707,142059543,Luna,80,3,6
28966945,153809989,Sandy,48,2,0
28967484,34125495,Billy,39,1,5
28971081,5144567,Yun,169,7,4
28971865,217642569,Jci,150,2,6
28972637,2802223,Raluca,125,60,2
28976135,209298687,Digna,65,30,13
28976867,218406956,Jane,160,2,14
28977135,113055692,Whitney,175,2,5
28978023,137194766,Maria,150,3,37
28978145,218417996,Sam,210,4,20
28978328,43531190,Kasun,45,240,0
28978474,34394667,Ron,125,3,15
28978510,211549023,Studioplus,240,2,14
28979013,54689007,Ana,185,2,0
28979690,218428676,Barbie,140,1,0
28980678,20311036,Blu,150,3,11
28981827,7021189,Sachin,200,100,1
28982688,218450889,Caprice,80,1,4
28983189,164719010,Babie,39,1,44
28983494,218457745,Shane,135,4,9
28984202,218460622,Julia,55,10,1
28984222,124743046,Mark,230,4,29
28985543,389924,Patty,39,5,0
28985708,218474205,Madi,175,2,22
28985951,140671636,Brianna,50,2,5
28986154,67987135,Siyi,139,1,4
28986535,96864161,Pedro,129,2,38
28986804,71314515,Tessa,80,1,15
28986807,137358866,Kazuya,46,30,0
28987232,136010789,Rebeca & John @ Bedly,44,30,1
28987503,218458746,Colin,100,1,4
28988283,3740621,Jonathan,150,1,11
28988684,71157443,Jane,90,1,2
28989676,59982224,Leli,200,3,1
28989889,211638781,Adriana,65,3,26
28989914,218505786,Victoria,100,2,11
28990341,10457196,Richard,130,30,1
28990673,218511630,Carlos,75,1,13
28990717,162968562,Mariah,70,1,1
28991548,218511630,Carlos,55,1,4
28992002,80093359,Isabella,55,2,15
28992146,93948524,Marilyn,125,30,3
28992518,218526982,Liz,175,2,11
28993172,18264569,Jennifer,125,2,35
28994671,92706260,Kane,48,1,35
28999699,92706260,Kane,48,1,39
29000338,172369331,Abby,50,7,6
29001222,67915061,John,80,1,20
29001863,194107668,Saron,35,7,1
29002099,136025561,Alexandra,95,2,2
29002824,20328673,Matt,90,3,1
29004967,14453908,Andrew,85,7,4
29005507,2180581,Jana,85,2,18
29005584,82460872,Dolores,425,4,0
29005696,15528170,Kristin,90,8,1
29007491,20990306,Elizabeth,175,2,17
29008272,43194941,Marco,80,1,7
29008767,35594087,Shearly,134,2,15
29008984,177177772,Delilah,150,2,8
29012098,24283455,Igam,40,2,10
29012259,8925493,Yvonne,55,3,1
29012563,1936796,JenJoy,60,1,41
29013947,124069492,Maria,74,1,26
29014353,393107,Catalina,69,5,4
29015079,218689235,John,160,2,21
29015492,187975743,R.Henry,65,1,17
29016112,216641760,Jamie,128,3,33
29016146,218680572,Curtiss,250,28,7
29016907,155152907,Maria,45,2,15
29025649,57699301,Irina,100,28,4
29027131,200461550,Ben And Madi,65,2,7
29027424,38153613,Farzona,350,4,1
29027853,218762580,Heidrun,120,3,3
29028668,218770781,Mike,135,2,4
29028761,42093468,Tsotne (Tut),42,5,7
29031273,218793561,Dmitri,66,1,21
29031435,6564232,Umar,80,2,3
29031768,203231204,Marco,105,1,2
29034190,9808458,Zain,65,2,0
29034966,145002203,Bruno,80,1,51
29035162,125576446,Roz,400,32,1
29035769,218825786,Mariana,55,3,2
29035989,215778245,Jessy & Christian,40,2,10
29036763,147269347,Chad,70,1,2
29037043,96479013,Kian,72,6,6
29037141,44260966,Alicia,38,2,11
29037276,216772639,Ling,45,1,3
29037359,10732658,Rachel,500,1,0
29037483,218840878,Francisco,79,2,2
29037588,212697613,Jon,295,3,19
29038532,182306283,Noriko,120,2,40
29038655,6586697,Yasha,55,1,4
29039497,32987584,Maria,70,6,22
29039647,143052745,Ociel,120,1,29
29041626,27084741,Paul,90,1,2
29043928,218883687,Parrish,125,1,7
29051174,10989161,Michele,135,1,20
29051227,335046,Orit,120,3,5
29051841,213781715,Anting,350,1,1
29051948,63952962,Drew,81,4,5
29052179,145981682,Simi,850,1,24
29054423,79499558,Robertina,68,4,22
29054576,30895980,Elena,105,2,6
29054973,188741104,Susan,200,31,25
29055747,171214206,Elif,75,1,29
29056345,155297713,Marie & Tyler,40,30,1
29056566,169467786,Jovenne Naldrey,215,1,5
29057244,8185593,Diana,80,3,1
29058075,1609077,Nadia,150,2,1
29058512,447895,Adam,112,2,4
29058736,142833006,Cj,42,2,2
29058814,218978124,Jessica,80,3,10
29059214,10407935,Meng,89,1,45
29059334,215588687,Levi,25,2,4
29059349,177396569,Yanina,120,5,0
29059533,183707967,Dionyssios,120,2,16
29059768,28422641,Dylan,350,2,29
29059870,201813482,Nick,25,4,14
29060392,121836170,Rafael,85,1,40
29060585,201813482,Nick,25,4,17
29061500,40544318,Daniela,200,1,9
29061711,76114530,Neetu,575,6,0
29063276,22123619,Antoine,48,30,2
29063413,30782359,Tracey,350,2,5
29063485,219012245,Denise,78,1,10
29063993,219016824,Xue,69,1,2
29072168,179387087,John,55,4,11
29073059,31218019,Stephanie,150,2,11
29073462,116381793,Jordan,134,1,3
29073911,164538104,Javi,42,1,1
29074124,219080539,Jose,100,1,15
29074233,49745989,Meir,80,4,12
29075468,58658843,Maxim,67,1,15
29075705,58658843,Maxim,66,1,45
29075810,1104166,Mala,95,2,7
29078251,1163709,Dc,800,2,12
29078405,44129118,Anthony,249,20,0
29079293,48806776,Amanda,175,2,14
29079699,8597272,Sammi,200,5,2
29079912,210755291,Elizabete,100,3,2
29080980,94214493,Dadrine,70,7,0
29081010,190324721,Jun Jun,70,1,5
29081056,48954003,Bradley,80,2,20
29081059,216065402,Lee,60,2,19
29081201,24103915,Godlove,89,1,22
29081288,94214493,Dadrine,90,7,1
29081547,158407820,Omar,53,2,33
29082165,153500245,Isabela,90,1,51
29082372,219167320,Murat,60,3,25
29082508,8119708,Charlotte & Aaron,125,3,6
29082734,104351616,Ben,50,5,0
29083751,26860800,Jonathan,115,1,31
29090040,21339635,Martin,138,3,24
29093302,41939513,Cynthia,120,5,3
29094342,219262205,Tony,60,1,37
29095078,10220753,Kirstie,112,1,10
29095217,24738407,Matthew,140,3,33
29095984,24230637,Kartik,199,20,0
29096185,56177749,Zumunta,31,1,1
29096295,5953382,Matthew,100,3,5
29096312,202587815,Willie,120,2,27
29096448,213781715,Anting,225,1,2
29097320,11854642,James,157,5,1
29097472,157397904,Kimbe,275,30,2
29098862,219305025,Michael,80,1,3
29100541,22175061,Suket,99,2,44
29101869,161873557,Natalia,85,3,34
29101938,219330285,Janice,80,3,6
29102760,219333557,Rafael,79,1,8
29103145,14953075,Laura,150,5,3
29103275,218300830,Leona,100,1,76
29103450,59204717,Chantou,87,2,3
29104053,219347424,Adonna,150,2,1
29104593,218300830,Leona,100,1,59
29104786,16965783,Luca,56,3,17
29105065,90996947,Alan,70,2,4
29105563,24738407,Matthew,120,3,23
29105864,19739986,Adriana,155,1,50
29105910,115734913,Nahi,39,2,24
29106442,46337258,Anna,200,3,2
29107308,67186748,Travis,250,1,4
29109909,219383069,Melli,220,1,8
29113996,24405003,Bianca,106,2,9
29117381,15872352,Sifan,40,1,25
29117643,165607672,Mariela,48,2,18
29119411,56648414,Anique,125,1,11
29120854,2604247,Jason,150,5,1
29123516,113411637,Joel,68,2,5
29124172,219465297,Irwing,49,2,10
29124414,12171344,Marta,185,2,6
29124476,20825054,Andres,50,2,44
29125444,52083976,Kevin,140,1,0
29126587,199786012,Nadine,65,30,21
29126674,5759665,Cristóbal,120,2,9
29126779,218936218,Solina,230,3,8
29127425,219499219,Oriana Alexandra,60,1,7
29127613,219499104,Monika,60,1,12
29128941,96737879,Yury,60,3,12
29129018,217784241,Analia,60,1,81
29129256,28531618,Wayne,79,3,4
29129902,66361,Jasmine,275,2,8
29130366,960248,Max/Patti,220,3,21
29130381,161057073,Stella,95,2,39
29130838,22474793,Alena,130,1,2
29131447,216944902,Janna,85,1,6
29132306,183748836,Alex,120,1,44
29132322,895135,Suanny,95,3,7
29132459,163046191,Elma,45,30,1
29132608,219333557,Rafael,49,1,17
29132728,83907534,Leen,175,7,5
29133320,121130063,Luke & Madia,70,2,2
29133348,72006801,Kevin,120,2,2
29133389,219544415,Joel And Julian,70,2,14
29133513,219333557,Rafael,59,1,17
29133980,219548329,Farhana,99,1,34
29134423,219548549,Kennedy,155,1,1
29134543,217075214,Judyann,125,3,3
29135220,32830245,Dora,180,2,9
29135488,219099148,Valeria,50,1,14
29135797,219558480,Lena,187,7,4
29136920,87786261,Sophia,179,2,9
29138655,200380610,Pranjal,433,180,0
29144832,214270886,Maka,300,1,10
29146109,28260018,Ivan,96,1,63
29146373,73425483,Vincent,75,2,22
29146446,3959013,Clarke,151,5,4
29148367,61391963,Corporate Housing,165,30,2
29148550,61391963,Corporate Housing,125,30,1
29149191,200380610,Pranjal,180,30,0
29149612,21030441,Nathalie,87,2,20
29149618,7795299,Margaux,100,3,8
29150743,7912469,Pedro,50,2,3
29150883,200380610,Pranjal,215,30,0
29151631,219666829,Charlotte,32,2,6
29152037,219669515,Sasha,50,2,6
29152320,219347424,Adonna,150,2,6
29152795,201813482,Nick,25,4,27
29152899,9770822,Andrea,55,3,13
29153170,219678120,Jean,200,3,21
29153508,17604711,Dora,135,9,5
29155175,11823440,Kisha,129,3,42
29156377,219462780,Curtis Green,60,2,1
29157211,95921282,Walter,165,2,29
29157794,181885938,Ismael,55,2,8
29157984,219717193,Jessie,59,5,18
29158199,92706260,Kane,45,1,58
29158470,219725282,Jacqueline,400,2,3
29158675,219727469,Marcelo,75,1,43
29158689,41209536,Andrew,125,3,19
29159486,155297713,Marie & Tyler,39,30,1
29159920,219738858,Joe,195,30,21
29160008,112794720,Joshua,125,1,1
29160599,219746152,Sonia And Lissette,60,3,8
29161516,51699123,Bo,70,2,29
29162918,219333557,Rafael,149,1,40
29162974,52484523,Andres,100,3,4
29163083,217792112,George,320,3,40
29165306,219782181,Vince,80,1,22
29165823,219785279,Uchenna,79,2,18
29167257,203123161,Luis,100,3,24
29168569,26377263,Stat,53,19,0
29170235,26377263,Stat,53,30,0
29170953,137358866,Kazuya,43,30,0
29171435,103368847,Sasha,150,2,25
29173351,62167677,Joshua,60,8,1
29174021,122551862,Marian,41,2,18
29176864,159435936,Jonathan,85,30,2
29176897,219848970,Javier,69,1,30
29178331,31760835,Fon,65,1,10
29178713,31760835,Fon,65,1,7
29178995,31760835,Fon,65,1,8
29179815,211146044,Ann,60,2,29
29179918,211146044,Ann,58,2,0
29180542,219879114,Tricia,159,2,26
29181147,41541593,Zoe,70,10,4
29181179,37736307,Rafael,110,2,8
29181281,145981682,Simi,999,1,12
29181449,186349150,Kit,75,1,3
29181504,35957140,Oz,150,4,9
29181842,46589590,Shabnam,114,14,0
29183047,119669058,Melissa,49,2,15
29183204,54677106,Alan,41,1,6
29183445,54677106,Alan,175,2,1
29183470,119669058,Melissa,49,2,12
29183581,116976293,Topher,225,3,0
29183697,119669058,Melissa,65,2,11
29183838,119669058,Melissa,49,2,10
29183932,119669058,Melissa,49,2,9
29184026,119669058,Melissa,65,2,7
29184093,119669058,Melissa,49,2,9
29184419,492457,Jay,50,2,14
29184626,89680730,Terry,45,1,16
29184845,17892150,Lancelot,60,3,35
29184981,25767215,Sofia,99,1,9
29186254,213781715,Anting,225,1,8
29188542,8053333,Stefanie,105,2,15
29189777,219924114,Mella & Justin,115,3,38
29190199,105506002,Martin & Steve,44,30,1
29190221,172986033,Boris,39,1,0
29191564,29104701,Patrice,150,3,16
29191862,219981147,Amanda & Rafael,150,2,8
29192462,42735733,Slava,110,1,52
29202087,8917825,Jordan,199,2,11
29203845,3849025,Ana,180,5,18
29205007,217970334,Linda,200,1,13
29205817,220055820,Lillian,80,2,15
29205903,219782181,Vince,78,1,22
29206093,732460,Nôm,120,29,0
29206535,220060177,Alan,75,3,6
29209379,214611101,Myra,50,30,1
29209396,200182757,Rosie,50,2,31
29210330,1613244,Ariel,170,30,0
29210994,214611101,Myra,45,30,2
29212676,28823649,Rose,194,1,0
29212737,164719010,Babie,49,1,50
29213095,214611101,Myra,40,30,1
29213401,164719010,Babie,35,1,35
29213886,7956889,K,86,28,3
29214672,7638924,Ioana,130,4,0
29215351,220121415,Min,96,3,22
29215529,217996544,Ofir,199,30,0
29215541,219502160,Aneel,150,5,3
29215600,1303899,Nicolas,45,3,1
29216228,66473223,Roger,110,3,1
29216296,23703328,Dada,59,1,24
29216706,220129825,Carlton,150,1,75
29216716,29285454,Marie,55,5,2
29217721,30811338,Joseph,89,2,18
29218719,49421712,Mariana,55,1,32
29219456,220149091,Peter,65,2,14
29220176,171214206,Elif,80,1,48
29220410,171214206,Elif,75,1,23
29220437,213251818,Debora,90,3,26
29221565,68284975,Dio,66,2,8
29225254,107434423,Blueground,264,30,1
29225417,107434423,Blueground,244,30,1
29227134,213781715,Anting,119,1,0
29227369,213781715,Anting,225,1,3
29228604,220197047,Sara And Hila,280,30,32
29230390,213781715,Anting,225,1,0
29230470,219738858,Joe,200,30,16
29231873,335046,Orit,150,3,9
29231876,42153340,Boomer,122,2,38
29231943,7556128,N.L.,150,7,2
29232472,194031970,Demir,100,1,1
29232638,167636238,Qusuquzah,62,2,1
29232662,7556128,N.L.,240,2,12
29232781,3659719,Dedy,46,2,28
29233046,146449899,Fabian,49,1,57
29233568,41083526,Brenda,50,1,9
29233640,220232423,Ella,119,1,32
29233981,1713685,Jessica,125,1,11
29234766,220242803,Samaya,140,3,23
29236294,213781715,Anting,179,1,4
29237220,8354383,Sara,600,5,7
29237561,24074596,Vivian,145,3,7
29237692,24000784,Robert,45,1,5
29237852,219930693,Viktoriia,90,2,9
29238286,171630463,Mickael,150,3,4
29238785,146224146,Sasha,135,3,8
29238906,6701152,Jenny,135,3,18
29240070,135247339,Ron,370,4,0
29241662,220307306,Tatianna,90,1,4
29242098,41945759,Angely,165,1,3
29242305,16955151,Savanna,195,2,10
29242564,93732420,Tim,65,2,27
29242599,7138174,Anne-Marie,500,4,3
29243359,220322871,Elisa,75,1,1
29243499,7305006,Jessica,60,6,8
29245492,7305006,Jessica,59,6,12
29251636,220378888,Eg,175,1,27
29253322,219930693,Viktoriia,90,2,11
29254887,12982906,Kate,110,2,0
29255501,59627203,Majd,125,5,2
29255502,12982906,Kate,120,2,0
29256134,8730700,Scott,88,20,3
29256229,2715012,Maurice,175,2,4
29256358,141853769,Boris,100,2,10
29256706,220419710,Colette,175,2,3
29256787,177110165,Piro,121,5,1
29256968,85221704,Quincy,89,25,1
29256982,13744738,Yana,200,3,0
29257026,168619140,Terry,58,2,1
29257038,193473122,Renwick,150,3,10
29258871,220297196,Oliver,35,1,5
29259463,18917915,Sean,90,3,7
29259580,3292437,Peter,250,2,20
29260051,187908347,William,90,4,24
29261640,140640991,Fabricio,100,3,8
29262039,37154382,Lisette,100,2,22
29262635,220468724,Yngrid,149,2,73
29264544,36693787,Ma,188,10,1
29269102,158406020,Marvin,47,1,9
29271438,44745096,Marta,110,3,8
29272336,204268180,Danni,33,1,8
29275537,5123160,Molly,130,1,7
29277029,220568909,Anneka,230,2,9
29277834,33510623,Motty,899,4,5
29277979,16063645,Alexandra,130,1,26
29278083,220576785,Manny,100,1,0
29278247,2093557,Sarah,100,1,3
29278439,34075689,Zhen Zhen,150,7,15
29280869,220601248,Nora,66,2,23
29281115,38503320,Jon,95,5,36
29281128,53621734,Erika,170,12,1
29281300,210961816,Anthony,125,3,13
29281407,4874700,Eli,975,2,0
29281707,220605010,Riverside,125,3,0
29282185,96222132,Norma-Ester-,45,1,8
29282847,80026984,Keziah,195,3,3
29283100,606154,Sam,118,6,0
29283634,172859639,Nicholas,250,1,2
29286653,151229011,Gerta,93,3,32
29286966,630534,Brandy,196,3,5
29287004,134904068,Jeanpaul,200,5,1
29287113,73453515,Kerlyne,150,2,5
29287515,213586067,John,215,3,0
29295191,6562449,John,325,1,16
29295665,3053587,Allison,350,3,1
29298335,120431726,Noah,99,1,14
29299404,13646328,Katey,99,5,10
29299470,23196609,Emma,40,2,8
29301424,15586309,Kerry,90,1,6
29301889,105572926,Matt,85,2,2
29302018,93732420,Tim,90,5,0
29303036,838325,Maya,98,1,6
29303639,101410003,Ricardo,279,5,2
29304329,10951481,Ann,249,2,38
29304334,1216891,Amberjade,85,1,22
29304787,101499766,Claudette,50,1,29
29305952,220763958,Veronika,199,1,11
29306127,1463509,Liza + Victor,70,3,21
29306590,51699123,Bo,65,2,31
29306602,108746563,Alyssa,149,3,22
29307957,20976078,Amer,90,1,10
29308138,173685298,Janet,375,1,0
29308309,220786352,Reina,125,3,8
29308471,220762164,Sherley,105,2,2
29308553,219499219,Oriana Alexandra,75,1,1
29308781,220709091,Dan & Melisa,82,1,56
29310612,220806520,Ignacio,50,10,0
29312347,215884830,Magdalena,50,1,23
29312926,15644345,Veronika,250,5,1
29313128,166794407,Bruna,44,5,1
29313398,4555996,Ben,150,10,0
29314737,1601321,Serdar,130,2,5
29314975,38216858,Silver,270,5,2
29316421,216738370,Mary,175,1,9
29316878,65407018,Harmony,45,1,13
29317721,219784095,Uchenna,79,2,14
29320258,89339003,Shoshi,70,5,1
29327591,107434423,Blueground,374,30,0
29328881,4205284,Danielle,240,2,2
29328939,220149091,Peter,70,2,26
29329429,80242144,Emily,199,1,6
29329932,43349835,Caroline,135,14,2
29331191,107434423,Blueground,259,30,0
29331258,178826661,Orpaz,200,4,0
29331513,69545272,Ben,57,9,3
29331741,2301120,Varun,300,2,8
29332188,439827,Jacob,250,29,0
29332195,220969093,Giselle & Charles,99,2,26
29332969,28214995,Xanthi,350,2,10
29333330,7389707,Yael,40,2,14
29333400,331328,Amir,99,5,13
29334063,44851966,Joseph,100,1,3
29334325,24595747,Melissa,97,3,7
29336271,173685298,Janet,425,1,3
29336346,15872365,Daniel,89,4,15
29336922,217568399,Kelly,150,1,13
29337184,8814258,Nikole,30,4,1
29337285,220688207,Alan,150,1,77
29337912,132866292,Ned,225,2,47
29338253,221022609,Lexus,45,7,0
29338399,102542851,Nathan,129,4,0
29338559,4666670,Jeanny,49,5,9
29338715,205243076,Diana,65,2,13
29338760,9399583,Marco,160,10,0
29338819,119305261,Brenda,188,2,15
29339032,117380551,Sade,110,2,0
29339219,114386000,Ira,155,2,2
29339310,221036535,Terry,300,1,12
29340021,221043708,Rumalia,150,1,29
29340345,178337703,Samuel,300,1,1
29341038,28960938,Vinroy,90,7,0
29341918,218272490,Miki,85,2,23
29342293,15331078,Nathalie,35,5,1
29342616,35807458,Anthony,120,1,0
29343523,221071115,Ty,300,7,0
29344882,16628063,Hailey,90,1,26
29351570,1810885,Alex,199,4,4
29356635,74468846,Diana,75,2,11
29356679,134170699,Rafa' S,65,2,2
29356840,215022472,Andrea,51,4,19
29358057,52161562,Marlena,125,2,14
29359092,217159080,Illias,41,2,44
29359223,9806886,Tiffany,200,7,1
29359338,9319215,Julia,250,7,3
29359403,130054323,Fabrice,102,1,17
29359499,110042455,Robyn,175,2,3
29360292,48049796,Chester,100,1,10
29361344,221201866,Jesse,115,1,9
29362785,193353343,Alice,84,1,8
29364202,5120616,Amenee,150,3,0
29364445,220479551,Betty,65,1,4
29365401,196058543,美德,40,2,20
29365566,219494713,David,599,2,25
29367125,221252894,Deslyn,225,1,27
29367388,17272284,Geoffrey,109,1,9
29369079,220962399,Julien,250,1,12
29370077,221275418,Rufina,55,2,18
29371373,39301747,Takeis,78,1,27
29380907,179355129,Gabrielle,85,2,12
29381358,221343982,Christina,165,45,0
29381786,25059454,Luca,65,2,13
